link,feature,q,Q_in,Q_out,B,H,U,Jden,cnrat,N_conc_ri,N_conc_us,N_conc_ds,N_conc_in,C_conc_ri,C_conc_us,C_conc_ds,C_conc_in,mass_N_out,mass_C_out,link_DR,link_EF
156,1,0.06389322491029382,0.2838907567537524,0.3477839816640462,0.10931843946123986,2.0386786511877024,1.5605129490439575,0.0008366760409556315,0.22100435939534618,21.195600000000002,0.0,3.8932333509505597,3.893955182837641,4.6843200000000005,0.0,0.8598592388101395,0.860581070697221,1.3540041963408427,0.2990452697440063,0.0,0.9998146275821913
157,1,0.07671256621395149,0.0,0.07671256621395149,0.8028729815027215,0.22688340518848304,0.4211307330717257,0.0037302999999999993,0.40254311972806234,9.531600000000001,,9.447544115576855,9.531600000000001,3.83688,,3.7528241155768534,3.8368799999999994,0.7247453535254174,0.2878887684555033,0.0,0.9911813457947096
158,1,0.28485729439172663,0.15958045106973862,0.28485729439172663,0.23082332430777022,1.1759275235995132,1.0494629187933135,0.0032641759707649756,0.19734236728789234,26.5443,0.0,26.53325844156438,17.013265764975202,5.238315,0.0,5.227273441564384,3.357438141358261,7.558192211060471,1.4890269696097598,35717654498.25757,1.5595629203763899
159,1,0.4358915179256934,0.0,0.4358915179256934,0.36716221960767637,1.172424737160928,1.0125942533510284,0.00490783125,0.21063841772548036,23.9655,,23.948067386865706,23.9655,5.048055,,5.030622386865706,5.048055,10.438759444647687,2.1928056283218673,22902349133.587597,0.9992725954754004
160,1,0.2939122259474848,0.28485729439172663,0.5787695203392114,0.43563875788588335,0.9464039997144231,1.4037913878365385,0.0028646683846903207,0.224057297760684,25.8963,0.0,13.141409871532044,13.150725650416032,5.802255000000001,0.0,2.937200273940341,2.9465160528243297,7.605847487927578,1.6999619936886514,22919020532.82257,0.9992916148407603
161,1,0.07148987160875762,0.4358915179256934,0.507381389534451,0.8232969280708832,0.700920699210878,0.8792434729538225,0.0024644936755391453,1.5030147006604648,4.2242999999999995,0.0,0.5800635326339725,0.5952024864648084,6.349185,0.0,0.8794591331954325,0.8945980870262684,0.2943134412060873,0.44622119703946234,0.0,0.9745650359749781
162,1,0.142165816785537,0.1827943111817854,0.142165816785537,0.1630660724991496,0.7789593066334307,1.1192234551143012,0.001709436526821123,0.21155291665350726,18.9978,0.0,18.991512082659703,8.311289668127738,4.01904,0.0,4.012752082659704,1.7582775704445837,2.6999438272237115,0.5704761773891814,0.0,2.2850258914075208
163,1,0.09341501487017215,0.0,0.09341501487017215,0.20991138505312462,0.48975497355806824,0.9086608945396951,0.00451143875,0.17653062621974186,26.2863,,26.25416183810976,26.2863,4.640337000000001,,4.608198838109758,4.640337000000001,2.4525329185109292,0.4304749629867331,0.0,0.9987773797799523
164,1,0.02024641999545935,0.142165816785537,0.16241223678099634,1.1933382602372673,0.6408463811134495,0.21237395085727276,0.003655456142573163,1.464160050265608,10.5042,0.0,1.2507984458069428,1.3094607224890376,15.37983,0.0,1.858597800578294,1.9172600772603887,0.20314497334569942,0.3018590260681609,0.0,0.955201194144572
165,1,0.14189450797487757,0.46866901361348484,0.6105635215883625,0.3161023455070983,1.678632178605478,1.1506615235715396,0.0011781349543144388,0.20441683230032817,25.5081,0.0,5.92578542528765,5.928063454328324,5.214285,0.0,1.2095179239684626,1.2117959530091371,3.6180684174406195,0.7384875230824297,0.0,0.9996157212117878
166,1,0.3653342703535776,0.5040408998032069,0.8693751701567844,0.4101858461009835,2.575469463934125,0.8229437605271119,0.001890151422615565,0.2204268031216946,20.9886,0.0,8.816760048150183,8.819960737273261,4.62645,0.0,1.9409550598529322,1.9441557489760095,7.665072267092104,1.6874181354263147,0.0,0.9996371084613164
167,1,0.17217935396473552,0.6105635215883625,0.17217935396473552,0.17945541019554806,1.137487726899829,0.8434858444832709,0.0007523426376161694,0.16196767955801106,21.72,0.0,21.71692932509019,4.777731851563007,3.517938,0.0,3.5148673250901936,0.77383814154806,3.739206861291849,0.6051875853057875,0.0,4.545447505176672
168,1,0.1562569181391607,0.0,0.1562569181391607,0.24785151389799487,1.607790409308401,0.3921193235756563,0.00454024375,0.20791160796570093,22.4613,,22.433653618922996,22.4613,4.6699649999999995,,4.642318618922995,4.6699649999999995,3.505413577094337,0.725394400412952,0.0,0.9987691548985587
169,1,0.1060817449678339,0.17217935396473552,0.1060817449678339,0.1408595661439723,0.6353585678479851,1.1853194689079818,0.0020020963193174888,0.19314446923539,27.9672,0.0,27.959234712454844,10.661962413162705,5.40171,0.0,5.393744712454844,2.0592990712979886,2.9659644062624437,0.5721778510082374,0.0,2.622334766246955
170,1,0.01120844524036736,0.0,0.01120844524036736,0.20995670760251453,0.14703088620223081,0.36308394512586306,0.003197972357459344,6.464305385098932,1.00221,,0.9824439276869291,1.00221,6.4785915,,6.4588254276869295,6.4785915,0.011011668965210376,0.07239339112332124,0.0,0.980277514380149
171,1,0.04249374246953193,0.22447412721933907,0.266967869688871,0.9092678437559817,0.8207522357808694,0.35772977468269246,0.001302913449424076,6.072756759859924,1.04514,0.0,0.15485138850575317,0.1663567606707317,6.346881000000001,0.0,0.9987387707466069,1.0102441429115856,0.04134034530774464,0.26663116200190334,0.0,0.9308391668689017
172,1,0.057364856653801484,0.07018419795745916,0.12754905461126065,0.9151488806753619,0.3055137277894135,0.4561994546242812,0.0022348891330651174,5.616190699341181,1.0883099999999999,0.0,0.4466702425637979,0.48946460116990154,6.1121565,0.0,2.706132182141038,2.7489265407471417,0.0569723671619949,0.34516460148519723,0.0,0.9125690427789507
173,1,0.0003221792126580633,0.266967869688871,0.267290048901529,0.3876379946431935,0.7901643448262635,0.8726478509136829,0.0,0.0,0.0,0.0,0.0,0.0,18.9477,0.0,0.02283869187337436,0.02283869187337436,0.0,0.006104555067681186,0.0,1.0
174,1,0.032455316475133326,0.02377343453403183,0.032455316475133326,0.5224517843062783,0.16601114722592417,0.37419879169276554,0.002702337408021713,0.1662991587584435,28.9572,0.0,28.852014412236244,16.71413775633293,4.815558,0.0,4.710372412236244,2.779547048250905,0.9364012586942352,0.15287662735486446,22935267535.96825,1.7262041771376637
175,1,0.00015261120599592472,0.707115544581784,0.70726815578778,0.09791676348163325,1.4947679405845886,4.832293231753677,8.37290587103222e-05,25.417219447846982,3.1839,0.0,0.0006863489205597227,0.0006870079117717574,80.92588500000001,0.0,0.01746117186469782,0.017461830855909858,0.0004854327352712086,0.012349730822638301,0.0,0.9990407807526769
176,1,0.15413731805588396,0.05110779720796857,0.15413731805588396,1.273239299041278,0.3872841537476194,0.31258492944041893,0.00461552748058493,0.2893510381193013,21.8472,0.0,21.728547437667096,16.407059484467943,6.32151,0.0,6.202857437667098,4.747399694315928,3.3491800272920558,0.9560918097249989,0.0,1.3243413579524619
177,1,0.08514009614505978,1.0317874069377808,1.1169275030828405,1.2794775598469592,1.3387633111680457,0.6520614264059874,0.0006442291586330445,0.40919027310983713,21.2442,0.0,1.617114269999015,1.6193828386646223,8.69292,0.0,0.660367137356953,0.6626357060225601,1.8061994037896303,0.7375822178460646,0.0,0.998599115285501
178,1,0.0005765312226512711,0.15413731805588396,0.0005765312226512711,0.5936522778932475,0.008914677251952004,0.10893942253187444,4.014261014905743e-05,0.4001332553302132,27.6912,0.0,27.682370492203663,0.10318947829899165,11.080169999999999,0.0,11.071340492203667,0.04128954186760193,0.01595975090575565,0.006382973470358706,13286532288.43344,268.2673752065492
179,1,0.08071437117117797,0.11739193101219855,0.19810630218337652,0.12286875359852953,2.0760302097377092,0.7766461074652095,0.001350300629119233,0.1869551983415324,18.233700000000002,0.0,7.427724091597979,7.428949071300181,3.4088849999999997,0.0,1.3876556673918672,1.3888806470940682,1.4714789534248551,0.27490333297080827,49519034.60347461,0.9998351072688149
180,1,0.21048476666971264,0.0,0.21048476666971264,0.19841584645508253,0.9390586985308518,1.129669949771737,0.0035690375000000003,0.8433287388008271,4.353,,4.346399732684811,4.353,3.6710100000000003,,3.6644097326848124,3.6710100000000003,0.9148509335874639,0.7713024275663868,0.0,0.9984837428634991
181,1,0.0020856864819443046,0.0,0.0020856864819443046,0.11720120266721859,0.11862402591977383,0.15001832041404436,0.00838035625,0.3190850333714616,27.0141,,26.70736739687756,27.0141,8.619795,,8.31306239687756,8.619795,0.05570319514798758,0.017338441864727046,0.0,0.9886454628093315
182,1,0.016227658237566663,0.07135421720342791,0.016227658237566663,0.3323550210605195,0.17560832702777462,0.27804078301092533,0.000797994866892546,0.7625645527783514,5.809200000000001,0.0,5.7938149959007745,1.0763609680542112,4.429889999999999,0.0,4.414504995900774,0.820794720232333,0.09402004964516647,0.07163707836150839,0.0,5.382780654313886
183,1,0.06953983953214303,0.232715132343119,0.302254971875262,0.4961219295859804,0.5816503830511605,1.0474251817986435,0.0009059212531556803,0.2942010983263598,13.7664,0.0,3.162206631576902,3.16723738569425,4.05009,0.0,0.9267739634142091,0.9318047175315568,0.9557926764910436,0.2801220382464869,225886655.24010125,0.998411627072833
184,1,0.08257961924446149,0.48969544643959,0.5722750656840515,0.5114514382164685,0.8839181915864347,1.265867784950349,0.0011064426723754778,0.7048745173745175,11.1888,0.0,1.6111209218914666,1.6145502385255859,7.8867,0.0,1.1346260035235152,1.1380553201576342,0.9220043314003887,0.6493181706932525,226246018.2904332,0.9978759926124994
185,1,0.005392262611856007,0.302254971875262,0.307647234487118,0.3481726720170986,1.102912605423145,0.8011562676132747,7.230773232100533e-05,0.2391776721849265,17.7411,0.0,0.31092598005515476,0.31095572948244504,4.243275,0.0,0.07434391810288661,0.07437366753017692,0.09565551789416517,0.022871700805289854,226705898.12333968,0.9999043290588671
186,1,0.022230365673406367,0.011683235659021348,0.022230365673406367,0.2608750809624689,0.4112355948787384,0.20721601208218596,0.0038324552197363925,1.526975940322162,2.1957899999999997,0.0,2.142531597433178,1.439340345,3.3529185000000004,0.0,3.2996600974331782,2.19783807675,0.04762926087776703,0.07335265056388723,0.0,1.4885510608216697
187,1,0.18615175771369574,0.08656446740102175,0.2727162251147175,0.18659482272239578,0.9869339889887676,1.480891639745201,0.0038734471654852947,0.22044766987321118,26.4771,0.0,18.06268894755628,18.072847341913825,5.836815,0.0,3.973958690141616,3.9841170844991605,4.925988345198878,1.0837630127372488,26477457704.979065,0.9994379195394415
188,1,0.08493661453706522,0.0,0.08493661453706522,0.2817078741053402,0.41522795552263825,0.7261216323874694,0.00458749375,0.18546724839337306,25.441499999999998,,25.388407853758505,25.441499999999998,4.718565,,4.665472853758507,4.718565,2.1564054115844855,0.3962694694128279,13258805522.50769,0.9979131676103417
189,1,0.15320469401924222,0.15320469401924222,0.15320469401924222,0.2519382301058716,0.7332917464789065,0.8292800179219854,0.003112528125,0.3430972398604659,18.6621,0.0,18.6443211940443,9.33105,6.402915,0.0,6.385136194044299,3.2014575,2.8563975237300294,0.9782328368797456,26492348536.445717,1.9980946618059383
190,1,0.06809851147551485,0.2727162251147175,0.3408147365902323,0.11285864414122036,1.652960381886436,1.826926570340296,0.0005519369988556645,0.21846120132865843,13.005600000000001,0.0,2.5981512876362696,2.5986611075177874,2.841219,0.0,0.5671968075128798,0.5677066273943978,0.8854882467173281,0.19330903054732285,0.0,0.9998038144027157
191,1,0.06358800249830197,0.0,0.06358800249830197,0.190597221721325,0.46479497258255004,0.7177896551668885,0.005076093750000001,0.1960477847994323,26.6319,,26.57761299738829,26.6319,5.221125000000001,,5.166837997388289,5.221125000000001,1.6900173216768295,0.3285489074862481,0.0,0.9979615798117404
192,1,0.13746878300099574,0.13063519233251156,0.26810397533350727,0.24907692927539468,0.7740554680322234,1.3905854077104007,0.002442726625450636,0.2016170044683635,24.304199999999998,0.0,12.453707763550025,12.461839820378218,4.9001399999999995,0.0,2.504386757921033,2.5125188147492254,3.338888559049524,0.6714360455712228,0.0,0.9993474433193327
193,1,0.1693475682534778,0.06358800249830197,0.23293557075177979,0.3061272721295964,0.771367132696864,0.9864445133542911,0.003739981371478488,0.19208050182958708,27.547199999999997,0.0,20.0101280304424,20.027217471063544,5.29128,0.0,3.8297485414710115,3.8468379820921594,4.661070593587287,0.8920846623433463,0.0,0.99914668921702
194,1,0.002068729681278091,0.26810397533350727,0.002068729681278091,0.08764457628395758,0.13366093786036148,0.1765932891730945,0.00021928669384317125,39.104372623574136,0.6154200000000001,0.0,0.6088631269686811,0.00471231029937865,24.065613,0.0,24.05905612696868,0.18427193786480892,0.0012595732225959013,0.049771683513395615,0.0,129.20692575125278
195,1,0.03440534855174792,0.03900064153229187,0.0734059900840398,0.08021932436751444,0.6775854108843369,1.3504809245938756,0.0014832111861861864,0.15,21.6996,0.0,10.169305699087573,10.170590990990993,3.25494,0.0,1.5243033567452302,1.5255886486486487,0.7464879533087918,0.11189299709030893,0.0,0.9998736266255758
196,1,0.15262816279659094,0.0,0.15262816279659094,0.16895978850602067,0.6845966865045019,1.3195216691197402,0.006330625,0.3278799963745128,19.8594,,19.833104511199227,19.8594,6.5115,,6.4852045111992265,6.5115,3.027090304097118,0.9898248499045015,228936183.72717226,0.9986759172582871
197,1,0.1256498929366447,0.0,0.1256498929366447,0.15330173864892202,0.7794876794279505,1.051491551026574,0.00383600875,0.1815049474889941,21.7383,,21.72341134315402,21.7383,3.945609,,3.930720343154019,3.945609,2.7295443094859952,0.49389459028119376,0.0,0.9993150956217377
198,1,0.08537749135438678,0.0,0.08537749135438678,0.6314868952487296,0.3153520137172543,0.42872957042954324,0.00297255,0.5465250965250965,5.5944,,5.533093687429901,5.5944,3.05748,,2.9961736874299,3.05748,0.4724016584615584,0.25580579309478746,226727589.36519507,0.9890414856695804
199,1,0.08449573771974365,0.8799223001711696,0.08449573771974365,0.23709975122946164,0.6374210803758797,0.559084280625132,0.00034126650461538453,0.5118742813338443,7.827000000000001,0.0,7.825637987257979,0.6857484131868132,4.00644,0.0,4.005077987257978,0.3510169761758241,0.6612330548610128,0.3384120191584689,0.0,11.411820773876293
200,1,0.019669888772808074,0.096178973378765,0.11584886215157308,0.08700900171738446,1.0140458405873245,1.3130159407384296,0.0012262751024590163,0.3095829270122271,23.9958,0.0,4.073326547855875,4.0742283372365335,7.42869,0.0,1.2604097445771874,1.2613115339578451,0.4718902457408984,0.14601703475402203,0.0,0.9997786600784211
201,1,0.096178973378765,0.020805994417444403,0.096178973378765,0.2010281040615719,0.7874042007534304,0.6076110074590135,0.0045398249383968685,0.4814793621728847,11.7963,0.0,11.78674562931568,9.698306073343964,5.679675,0.0,5.670120629315678,4.669534222351065,1.1336370941042275,0.5453463810613388,0.0,1.2153406522930683
202,1,0.060044031159063274,0.11988458071013199,0.17992861186919526,0.10597439350319539,0.7946717281396165,2.1365424556085295,0.0022407228418622185,0.26005828927748403,26.5572,0.0,8.861110221218333,8.862411195928754,6.90642,0.0,2.3034425197764326,2.3047434944868535,1.5943672617237523,0.41445521510385486,0.0,0.9998532030751384
203,1,0.012463248489667187,0.0,0.012463248489667187,0.1796320569655497,0.18678629112296594,0.37145175297078914,0.00570469375,0.20011407933373576,29.3217,,29.231396224632952,29.321699999999996,5.867685,,5.777381224632954,5.867685,0.3643181548475197,0.07200493782213822,0.0,0.9969202407988949
204,1,0.09794248064805125,0.1990558830206845,0.2969983636687358,0.8494395830366384,0.5662460899795314,0.6174706874088781,0.0017900509106480156,0.58415675319376,9.557699999999999,0.0,3.1301278717258825,3.1518855381101907,5.583195,0.0,1.8194375559965081,1.8411952223808161,0.9296428559764895,0.5403699769284067,0.0,0.9930969363826093
205,1,0.1292108210765496,0.9269774220199131,1.0561882430964626,0.8635479491812093,1.0388257125092917,1.1773678735857076,0.0009823769707162009,0.5444608143650999,15.170099999999998,0.0,1.8525318644770488,1.8558633743798865,8.259525,0.0,1.0071133742623974,1.0104448841652351,1.9566223752222283,1.0637013053611517,0.0,0.9982048732957237
206,1,0.0006104448239836989,0.2969983636687358,0.0006104448239836989,0.20647616343143135,0.026483158632802026,0.11163662844371121,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,22.5,0.046151216454902846,0.0,0.013735008539633225,0.0,1.0
207,1,0.04491856496480051,0.06501237375426393,0.04491856496480051,1.0071783959010252,0.23168360633041657,0.1924970892716029,0.004389714880263767,0.7770627201957765,14.2203,0.0,13.834818195607061,5.810515918556224,11.050065,0.0,10.664583195607062,4.5151353054141605,0.62144017989558,0.47903777309439566,0.0,2.380996522430092
208,1,0.05687310943448128,0.028860474733895986,0.08573358416837727,1.0124454589767815,0.3253091356493811,0.2603053436778254,0.005277384004153481,0.5245730440803139,15.598799999999999,0.0,10.085985102742502,10.347779905063291,8.18271,0.0,5.1663716019513615,5.428166404272152,0.8647076527269735,0.4429315545810112,0.0,0.9747003893856797
209,1,0.07247336604739803,0.04491856496480051,0.07247336604739803,0.2906568962912003,0.7625567196404799,0.32698335724891625,0.002300381104651163,0.16851800554016622,22.743,0.0,22.71155954422257,14.040673407482304,3.832605,0.0,3.8011645442225728,2.3661062790697676,1.6459831683557187,0.2754831894198334,0.0,1.6175548625836944
210,1,0.09192281641154533,0.08408877450375452,0.17601159091529983,0.31886451310059516,0.6150909935652334,0.8974199334004674,0.002682680164378613,0.22443514164468406,23.5413,0.0,12.276760427029963,12.29454598265896,5.283495,0.0,2.7415426134461467,2.759328169075145,2.1608521340475395,0.48254327695474514,0.0,0.9985533784123397
211,1,0.004154416163222395,0.07247336604739803,0.004154416163222395,0.23659089542167228,0.07171383247053545,0.2448550350453963,0.00018798253900199162,0.15000000000000002,23.7759,0.0,23.770160478998534,1.2890231245850852,3.566385,0.0,3.560645478998535,0.1933534686877628,0.0987511388963417,0.01479240312945626,0.0,18.44044534627705
212,1,0.5787864771398776,0.13506091730639339,0.713847394446271,0.36563441719792433,1.8442475067116324,1.0586175864941754,0.004016863554830397,0.20603643818003184,24.7323,0.0,20.04451479505929,20.05291453038149,5.0957550000000005,0.0,4.123231349646207,4.131631084968408,14.308724659392803,2.9433579556441263,0.0,0.99958112147192
213,1,0.4101510945143808,0.026723917849953042,0.43687501236433385,0.45869679956770465,1.290421650498377,0.7380739110464208,0.004174328782409563,0.29047101863496055,15.744599999999998,0.0,14.765369830485504,14.7814929669306,4.57335,0.0,4.2774721826047415,4.293595319049836,6.450621127257317,1.8687207126635406,0.0,0.998909234914148
214,1,0.19157793392688416,0.713847394446271,0.9054253283731551,0.49622100727398744,1.129215033534204,1.6158492534421636,0.0013619566449265862,0.2882318753509998,22.9701,0.0,4.857512163903822,4.860217802831672,6.620715,0.0,1.3981640529966386,1.4008696919244887,4.3981145460792135,1.265933146804023,0.0,0.9994433091195474
215,1,0.08554705936104892,0.43687501236433385,0.5224220717253828,1.338747610574786,0.7461960606476917,0.522961667123167,0.0012548708808708493,0.4898512221041445,16.0911,0.0,2.6226836784533343,2.6349313349995134,7.882244999999999,0.0,1.2784766780638372,1.2907243346100166,1.3701478407779386,0.6679044348066951,0.0,0.9953518118732375
216,1,0.09443242291014498,0.45428964664853555,0.27436103477934026,1.3285382799313905,0.5501108493278298,0.37540335485603576,0.001254961070766378,0.8756654525077052,8.5656,0.0,2.9178361480529107,1.4740984672435105,7.5006,0.0,2.551273416285296,1.2908171013597032,0.8005405448963608,0.6999700144970564,0.0,1.979403827418067
217,1,0.1225976688167262,2.2591036823576736,0.1225976688167262,0.151428327276582,0.8111768887803039,0.9980665912115879,0.00019391816196415987,0.1683865668917686,23.011799999999997,0.0,23.01108795229462,1.1845284606676774,3.874878,0.0,3.874165952294622,0.19945868087742155,2.8211057398879738,0.4749637143604527,0.0,19.426369831016196
218,1,0.025553898603984285,0.0,0.025553898603984285,1.2850798002025912,0.11063949551809905,0.17972847248981236,0.013113184717143503,1.1151593377247642,16.851,,14.68919481214095,16.851,18.79155,,16.629744812140952,18.79155,0.3753661948036218,0.4249548127395836,0.0,0.8717105698261796
219,1,0.1713993411340897,1.8241956588706205,1.9955950000047102,1.3004974847398785,1.7020007100852903,0.9015776843759056,0.00028209330852175694,0.7247264770240701,4.6613999999999995,0.0,0.3997324762021352,0.40036224221876676,3.37824,0.0,0.28952335132003265,0.29015311733666427,0.7977041308484828,0.5777713522788643,0.0,0.9984270094673727
220,1,0.04173068643955231,0.04173068643955231,0.04173068643955231,1.288113099204068,0.2708580488969295,0.11960787817678124,0.006244628247097215,1.478073480923222,7.642799999999999,0.0,6.992156388875393,3.8213999999999997,11.29662,0.0,10.645976388875395,5.64831,0.29178748580047137,0.44426390252703646,0.0,1.829736847457841
221,1,0.04995473476266603,0.025553898603984285,0.07550863336665031,1.5960274766139786,0.2294047475954679,0.20623095115941753,0.006721807058090449,1.6909475996234704,6.6927,0.0,3.9665586848159013,4.427732809342017,11.317005,0.0,7.025890041204853,7.487064165730969,0.29950942545906656,0.5305153551957369,0.0,0.8958441838330691
222,1,0.07993435834053213,1.5786103148218453,0.07993435834053213,0.12227361872474932,0.9114952383056794,0.7172099787389451,0.00020321004061445665,0.17023434096020915,25.4757,0.0,25.47502586959635,1.2278136161946633,4.336839,0.0,4.336164869596349,0.20901604177486968,2.036329846594641,0.3466085565099413,0.0,20.748284213161405
223,1,0.11091443315770484,0.0,0.11091443315770484,0.14403235144120508,0.725815334748831,1.0609669940612825,0.005080075,0.2708855640921957,19.2894,,19.270611933186167,19.2894,5.22522,,5.206431933186168,5.22522,2.1373889991714465,0.5774684466435172,0.0,0.9990259900871031
224,1,0.16231049597699906,0.0,0.16231049597699906,0.1742365733389226,1.1950161272969022,0.7795312270326153,0.003434812500000001,0.21139692683277084,16.712400000000002,,16.6959886771881,16.712400000000002,3.53295,,3.5165386771880978,3.5329500000000005,2.709934203020761,0.5707711368167003,0.0,0.9990180151975837
225,1,0.0006782720266485543,0.0,0.0006782720266485543,0.06511839383535471,0.13710742116795094,0.07596949926702701,0.0,0.0,0.0,,0.0,0.0,2.25,,2.25,2.25,0.0,0.0015261120599592472,0.0,1.0
226,1,0.07998522874253076,0.021992970464079373,0.10197819920661014,0.16765957117792843,1.2056085995194743,0.5045133359065045,0.0033750589915197866,0.3396427091486716,13.0314,0.0,10.204604243848758,10.221003292317926,4.426019999999999,0.0,3.4550901999511834,3.471489248420352,1.0406471644038278,0.3523438766874282,0.0,0.9983955539392602
227,1,0.012412378087668544,0.07030289556212266,0.0827152736497912,0.16524927093971542,0.7762454335286366,0.6448327707382044,0.002894775785618741,2.1278520914423558,5.4723,0.0,0.8155201366989245,0.8211815498154981,11.644245000000002,0.0,1.741691465112209,1.7473528782287826,0.06745597127396667,0.14406448615026213,0.0,0.9931057716556765
228,1,0.12475118250133535,0.1115927051843534,0.23634388768568876,1.0445149796396471,0.8693980225468299,0.26026217470241647,0.0015799464965382405,0.36287790389307306,8.484300000000001,0.0,4.455541991598579,4.478332264313388,3.0787649999999998,0.0,1.602297552295953,1.6250878250107617,1.0530401160412446,0.3786932327388887,0.0,0.9949109911079135
229,1,0.07922217271255115,0.08634402899236097,0.16556620170491212,1.0515841260123184,0.699386789812403,0.2251180089370078,0.0023052987300286763,0.8162828622257361,6.0708,0.0,2.8537884145936445,2.9048317902498977,4.955489999999999,0.0,2.3201210323732426,2.371164408029496,0.47249090827375273,0.3841336268257172,0.0,0.9824281131087931
230,1,0.007003158675146323,0.23634388768568876,0.2433470463608351,0.13089265179560342,1.4659929812736952,1.2681742246089145,0.00011036907706780014,0.23473650385604114,16.8048,0.0,0.48358081385988033,0.48361663995540377,3.9447,0.0,0.11348665317421386,0.1135224792697373,0.11767796272957066,0.027616641851321434,0.0,0.9999259204655846
231,1,0.15579908452117294,0.08459747852374094,0.15579908452117294,0.3682274789804915,0.5015975606524976,0.8435159344050053,0.0035802342720603797,0.2379112182989788,23.8833,0.0,23.846337166732734,15.478575185159059,5.682105,0.0,5.645142166732736,3.682526679833533,3.715237499760181,0.8795079815688309,0.0,1.540602857916582
232,1,0.13482352209706638,0.573750307342012,0.7085738294390784,0.40100963235833637,1.2191100923401288,1.4493970625802488,0.0009118916695084596,0.2228627812665301,22.1187,0.0,4.206339121065739,4.208624301816355,4.929435,0.0,0.9356605364580848,0.9379457172087013,2.9805018189329577,0.6629845693731276,0.0,0.9994570242942259
233,1,0.10770959783179043,0.15579908452117294,0.2635086823529634,0.23676510074336837,0.9527561673337058,1.1681415534333528,0.0022198201351351352,0.22585972658571796,24.7317,0.0,10.100957753592768,10.109122162162162,5.585895,0.0,2.275079158998174,2.2832435675675677,2.661690068152179,0.5995031114362969,0.0,0.999192372152752
234,1,0.15545994850784867,0.552656047313242,0.7081159958210907,0.17051998221969072,1.2902083708472771,3.218616778713247,0.0010851157313218392,0.18088605433100283,28.1055,0.0,6.170022654678871,6.170287931034483,5.083893,0.0,1.1158537615754216,1.1161190379310346,4.369091736356618,0.7901538975686897,0.0,0.9999570074592016
235,1,0.22411803440534855,0.0,0.22411803440534855,0.6398738608197029,0.5360525739588169,0.6533938611490756,0.00415401875,0.2103837688523864,20.309099999999997,,20.25742819400469,20.309099999999997,4.272705,,4.221033194004693,4.272705,4.540054988947821,0.9460096626000619,49527201.278961465,0.9974557313718821
236,1,0.2520458851026028,0.1986828334060278,0.4507287185086306,0.6757077426791599,0.7053359149290589,0.9457151291855544,0.0033973838606523453,0.24312759699332367,25.7028,0.0,14.351526460296533,14.372913705278206,6.24906,0.0,3.473064725975025,3.494451970956698,6.46864513009216,1.5654100132362514,49653533.205772124,0.9985119756912045
237,1,0.05034474117798895,0.22411803440534855,0.2744627755833375,1.6742029211855451,0.4147045929091328,0.39530882550427526,0.003963193658602425,1.4035840692145434,8.391300000000001,0.0,1.4633409474285366,1.5392172062276046,11.777895,0.0,2.084544490922914,2.1604207497219825,0.4016326180559869,0.5721298668056582,0.0,0.950704644872682
238,1,0.1095070187024091,0.9809339617398054,1.0904409804422146,1.6803087508719414,1.1801622999491999,0.5498843230949596,0.0003974338279658513,0.5985310983678871,6.801,0.0,0.6810243238750996,0.6829872020153327,4.07061,0.0,0.40682620205321396,0.40878908019344706,0.7426168314313599,0.4436199626364891,0.0,0.9971260396469492
239,1,0.006358800249830197,0.2744627755833375,0.006358800249830197,1.116157223847934,0.04265702077626804,0.13355473433296966,0.00029084563318942095,0.9018892461447092,14.6487,0.0,14.615983327396918,0.33169871988406496,13.211505,0.0,13.17878832739692,0.29915550842340444,0.09294011843376551,0.08380128250871081,49727528.97770729,44.0640329649312
240,1,0.003238748927246847,0.6265876982179346,0.6298264471451814,0.3851385743025282,1.642188056601898,0.9958203237313343,0.0008632367868705892,1.0053320939665369,14.200800000000001,0.0,0.07277856780373146,0.07302460221306842,14.27652,0.0,0.07316794184460053,0.07341397625393747,0.04583786678813888,0.04608310485691,0.0,0.9966308011015371
241,1,0.20707644973580364,0.1796233894572034,0.20707644973580364,0.1968028458386843,0.7533594035583978,1.3966806705899675,0.003117490525104143,0.28163917540319733,21.2613,0.0,21.250920932394198,11.385353896075422,5.988015,0.0,5.9776359323941985,3.206561682964262,4.400565260296465,1.237827626693361,134291492.8700812,1.8665138674099078
242,1,0.15188206356727754,0.0,0.15188206356727754,0.6750784913802171,0.3598982006888169,0.625133168616733,0.007123724999999998,0.41050455477495035,17.8494,,17.743831694786927,17.8494,7.327259999999999,,7.221691694786925,7.327259999999998,2.694969773394702,1.096845437050908,229239716.07894748,0.9940856104287499
243,1,0.09205847081687504,0.23800565415097774,0.33006412496785276,0.6877132313209662,0.5657585459225178,0.848320222730864,0.0016844368501155926,0.6175823192555476,10.0584,0.0,2.7941798592079334,2.8053970511173905,6.21189,0.0,1.7213464253522952,1.7325636172617522,0.9222585302322646,0.5681547016504466,230603595.57973713,0.996001567084777
244,1,0.19949675983800605,0.15188206356727754,0.3513788234052836,0.19316744795356006,1.1915527687480716,1.5266109107807424,0.001983552485884567,0.17062676277029143,21.0606,0.0,11.95413889980506,11.957241530740276,3.593502,0.0,2.0371227831174807,2.0402254140526974,4.200431261436833,0.7158018066639171,1173957.6256007492,0.9997405228515924
