link,feature,q,Q_in,Q_out,B,H,U,Jden,cnrat,N_conc_ri,N_conc_us,N_conc_ds,N_conc_in,C_conc_ri,C_conc_us,C_conc_ds,C_conc_in,mass_N_out,mass_C_out,link_DR,link_EF
20,1,0.8287805893618685,0.11571320774624337,0.9444937971081119,0.393718484222586,2.147173243517253,1.1172393383873935,0.002984241763195691,0.17956203705129586,19.4811,0.0,17.089480425560545,17.094402937163373,3.498066,0.0,3.064583301969883,3.069505813572711,16.14090825774243,2.8944799194316504,0.0,0.9997120395710267
21,1,0.1766898629419484,0.0,0.1766898629419484,0.43366130781433193,0.6293414222976409,0.6474029013486668,0.00335498625,0.19758167577038024,17.465400000000002,,17.438780788360532,17.465400000000002,3.450843,,3.4242237883605307,3.450843,3.0812557873701056,0.6050256318479815,0.0,0.9984758888064704
22,1,0.1503729083079845,0.9444937971081119,0.1503729083079845,0.21020580694953273,0.7486968224939283,0.955474058102042,0.00038965745880312235,0.24953055256272125,11.6946,0.0,11.6929310908703,1.6061781811423617,2.91816,0.0,2.9164910908703,0.4007905290546401,1.7583000547790206,0.4385612473884933,0.0,7.279971318346473
23,1,0.09131237158756163,0.08586923857370699,0.1771816101612686,0.2475185865230135,0.8407721108429459,0.8513978133949018,0.0016404531025696239,0.2329317226218172,14.0559,0.0,7.236335992122284,7.243853143841516,3.2740650000000002,0.0,1.679806039495238,1.6873231912144704,1.2821456627521675,0.29763073883638985,0.0,0.9989622716570914
24,1,0.0363384238276963,0.1503729083079845,0.1867113321356808,0.2658009819266249,0.6883440344822777,1.0204895071485178,0.0010272486848378894,0.25666174989717333,21.1521,0.0,4.113309353583093,4.116696966669694,5.428935,0.0,1.0532110341752274,1.0565986472618292,0.7680014688936553,0.19664643521085476,0.0,0.9991771040924244
25,1,0.20014111826332218,0.34139126781288365,0.5415323860762058,0.19347915408956412,1.3585100612986163,2.0602854493179743,0.0017287194690161576,0.18459758736590084,26.0628,0.0,9.630520177050178,9.632365618737474,4.81113,0.0,1.7762660121578946,1.7781114538451905,5.215238570633026,0.9619055718699314,0.0,0.999808412412865
26,1,0.043697675316833114,0.0,0.043697675316833114,0.21355877420204236,0.3207304804039175,0.6379706205028196,0.005768524999999999,0.20689806678383127,28.677599999999998,,28.597177055968462,28.677599999999998,5.933339999999999,,5.852917055968463,5.933339999999999,1.2496301579696993,0.2557588691680647,0.0,0.9971956180422512
27,1,0.17775814138391988,0.5415323860762058,0.17775814138391988,0.18233950407565472,0.9102178178315002,1.0710343476214774,0.0011070853890355736,0.17150217180119923,26.8671,0.0,26.864569161025567,6.6396616916947595,4.607766,0.0,4.60523516102557,1.1387164001508756,4.775395883143677,0.8186180428597823,0.0,4.046074997259152
28,1,0.010072339595731032,0.0,0.010072339595731032,0.1845868524094899,0.13407357403325587,0.4069925026419397,0.013064099999999999,0.9877216194760517,13.6044,,13.410213538766873,13.6044,13.437359999999998,,13.243173538766872,13.437359999999998,0.13507222481372994,0.133389741207659,0.0,0.9857262017264175
29,1,0.0841905153077518,0.17209456996140446,0.0841905153077518,0.1254866723336886,0.7226763549773071,0.9283713287978944,0.0031327128882989276,0.991357145022892,9.8943,0.0,9.882235372351754,3.2503109368797136,9.808784999999999,0.0,9.796720372351754,3.222218970821754,0.8319904883907867,0.8247909364742443,0.0,3.0403969233290224
30,1,0.05978967914907007,0.0,0.05978967914907007,0.16410333110828698,0.3740090232463324,0.9741520438217848,0.00504774375,0.19918457306616638,26.066100000000002,,26.031964084780547,26.066100000000002,5.191965000000001,,5.157829084780541,5.191965000000001,1.5564427802491443,0.3083849460847703,0.0,0.998690409565702
31,1,0.09672159100008385,0.0841905153077518,0.09672159100008385,0.17242508588019062,0.6148713133984235,0.9123022566090354,0.002905670475208548,0.20649268617021274,27.072,0.0,27.051492163272773,14.4735859030837,5.59017,0.0,5.569662163272773,2.9886896316430778,2.6164633609580425,0.5387065857647114,0.0,1.8690248805245464
32,1,0.09478851572413546,0.06223145844500486,0.15701997416914032,0.2899959826139664,0.5378669525150684,1.0066721613474598,0.0037187761744060474,0.24814836572126797,25.5342,0.0,15.38602830084895,15.414274082073431,6.33627,0.0,3.7967811410217385,3.82502692224622,2.415913766364964,0.5961704766891125,0.0,0.9981675568324473
33,1,0.1958849612961025,0.1958849612961025,0.1958849612961025,0.2576208963004889,0.7319535414599726,1.0388108854510272,0.0021757400000000002,0.17455668655668655,25.641000000000002,0.0,25.62876641953987,12.820500000000001,4.475808000000001,0.0,4.463574419539866,2.2379040000000003,5.020289918158419,0.87434710241384,0.0,1.9990457797698893
34,1,0.04407072493148982,0.09672159100008385,0.04407072493148982,0.32055590338927803,0.2619993915545362,0.5247423698644382,0.00246706819598338,0.3900736196319019,20.7825,0.0,20.734210974929205,6.505325484764543,8.106705,0.0,8.058415974929208,2.5375558587257623,0.9137717085475824,0.3551402338146285,0.0,3.187267266409448
35,1,0.14889766665002388,0.3549397515451885,0.5038374181952123,0.16688218023071336,4.1149929770243014,0.7336878963002643,0.0017568224541867196,0.2384539338988008,25.642500000000002,0.0,7.57584830106678,7.578056490425068,6.114555,0.0,1.80480919209091,1.8070173814491974,3.816995848648072,0.909330403678071,0.0,0.9997086074297443
36,1,0.1367905109743472,0.0,0.1367905109743472,0.231159716571647,0.6858145824653481,0.8628535758779043,0.005974631249999999,0.2631643520600213,23.3517,,23.31206651432238,23.3517,6.145334999999999,,6.105701514322381,6.145334999999999,3.1888694903621273,0.8352020300010039,0.0,0.9983027580142937
37,1,0.0409845872102389,0.5038374181952123,0.0409845872102389,0.08755406239397998,0.4720678809239031,0.9916075191999845,0.00034123011165577353,0.1769679797910835,26.364600000000003,0.0,26.363343128943598,1.9832940616246504,4.665690000000001,0.0,4.664433128943592,0.35097954341736703,1.0804907356216413,0.19116986635951613,0.0,13.292705120766408
38,1,0.11347491005830314,0.0,0.11347491005830314,0.1456853704148414,1.037675489437584,0.75062382708235,0.003974941250000001,0.166426949003517,24.5664,,24.557739785443477,24.5664,4.0885110000000005,,4.0798507854434805,4.0885110000000005,2.7866873133884114,0.4629607009294963,0.0,0.9996474772633953
39,1,0.2223206135347299,0.0,0.2223206135347299,0.2039181512350915,0.9829463692053217,1.109159553840961,0.00354493125,0.27407937760739653,13.3035,,13.299845637371302,13.303499999999998,3.6462149999999998,,3.642560637371302,3.6462149999999998,2.9568298420175885,0.8098163157378446,0.0,0.9997253081799004
40,1,0.13219521799380324,0.0,0.13219521799380324,0.15724393072029402,0.806653130523584,1.0422095062394336,0.006119050000000001,0.2785987464145331,22.5912,,22.555883968857756,22.5912,6.293880000000001,,6.258563968857756,6.293880000000001,2.981779998306083,0.8273522281913135,0.0,0.9984367350498317
41,1,0.19218837875086786,0.0,0.19218837875086786,0.18959617897140074,0.6807790222577818,1.4889886176881497,0.005527462499999999,0.23047819424512928,24.6678,,24.660323516261624,24.6678,5.68539,,5.677913516261627,5.685389999999999,4.739427596062223,1.0912289933779615,0.0,0.9996969132335118
42,1,0.0835800704837681,0.0,0.0835800704837681,0.353721518020267,0.4371184573107964,0.5405577621073824,0.00403090625,0.2694898894370454,15.3849,,15.333894370979086,15.3849,4.146075,,4.095069370979085,4.146075,1.281607972317087,0.34226618666235187,0.0,0.9966846954467748
43,1,0.050005605164664665,0.4610554101143548,0.5110610152790195,0.36670411479660076,1.1323983977603471,1.2307156521930276,0.0005098806959006601,0.24016170876292123,22.317899999999998,0.0,2.182764982230552,2.1837316135240052,5.3599049999999995,0.0,0.523482084490083,0.5244487157835361,1.1155260879342368,0.2675312855798793,0.0,0.9995573488575855
44,1,0.23288470034978112,0.0835800704837681,0.31646477083354924,0.5381157995830246,0.870762707678543,0.6753825045784623,0.0030854126788297694,0.26575279154033865,16.2276,0.0,11.917294252211379,11.941802411187911,4.31253,0.0,3.1490591678198023,3.1735673267963342,3.7714037944820475,0.996566287885381,0.0,0.9979477001768534
45,1,0.04291766248618727,0.4631750101976315,0.5060926726838187,0.12819960312201498,2.0466235691627515,1.9288808331943195,0.00040951195847014677,0.19965150491993056,24.8784,0.0,2.109611349187884,2.1097376666890035,4.96701,0.0,0.42108598263960306,0.4212123001407224,1.067658846034613,0.2131085303837688,0.0,0.9999401264417307
46,1,0.01156453805435785,0.044952478566132936,0.01156453805435785,0.3355366149991357,0.23042698109051882,0.14957363239549254,0.0036277046617161717,0.7667799881422427,23.7819,0.0,23.643636771939136,4.866263366336634,18.235485,0.0,18.097221771939136,3.731353366336634,0.27342773719250474,0.20928600985974355,0.0,4.858684167301507
47,1,0.14199624877887485,0.08505531214172872,0.22705156092060358,0.16296879511025072,0.974230804264778,1.4300729099016793,0.00268976835604929,0.19267067354804987,22.9605,0.0,14.350257859750517,14.359314936519791,4.423814999999999,0.0,2.7575618037385676,2.766618880507841,3.2582484466695147,0.6261087118738768,0.0,0.9993692542569534
48,1,0.09963816071467263,0.0,0.09963816071467263,0.19611673986432437,0.670244216096392,0.758015283067455,0.007068862499999999,0.3441747848561448,21.1254,,21.065123643164778,21.1254,7.27083,,7.21055364316478,7.27083,2.0988901750321025,0.7184463027394206,0.0,0.9971467353595567
49,1,0.08883667869029441,0.10599696096450283,0.19483363965479722,0.3572722933998676,0.5821086505871056,0.9368294884168031,0.001863911608463882,0.19123674767018242,21.986700000000003,0.0,10.009398191820141,10.025093237597915,4.204665,0.0,1.901471180070792,1.9171662258485642,1.9501674804664644,0.3704705507118947,0.0,0.9984344239593791
50,1,0.12743035700659713,0.2168096533182104,0.34424001032480755,0.4065004267717216,1.0327564827422961,0.8199783965242491,0.001419390488769026,0.221758712594042,17.7846,0.0,6.576117904714764,6.583482045219447,3.9438899999999997,0.0,1.4525803622291735,1.4599445027338553,2.2637628954161624,0.5000362788913834,0.0,0.9988814216467667
51,1,0.1327378356151221,0.4121011265909954,0.5448389622061175,0.43596988581771995,1.0993995716904972,1.1367268065447849,0.0009120657853786063,0.4959621329211747,7.763999999999999,0.0,1.8882794231720665,1.8915250692477668,3.85065,0.0,0.9348791617422949,0.938124807817995,1.028808201276235,0.509358592271797,0.0,0.9982841115201339
52,1,0.03384577412976286,0.34424001032480755,0.3780857844545704,0.4667980012019176,0.8911545749970216,0.9088837108000793,0.000566772422298964,0.32201091793745923,20.2236,0.0,1.8086612841972363,1.8103917836480243,6.51222,0.0,0.5812354206281463,0.5829659200789344,0.6838291204483228,0.21975684996097486,0.0,0.9990441298582889
53,1,0.023976916142026395,0.287502555295656,0.023976916142026395,0.4130252829072496,0.19404206757597242,0.29917189579799636,0.0002916741605422179,0.16903881435988186,23.0559,0.0,23.05171023142145,1.7747859219336923,3.897342,0.0,3.89315223142145,0.30000770798628124,0.5527089231490839,0.09334578458093505,0.0,12.988445505757557
54,1,0.24697580170340486,0.29447180036946985,0.5414476020728747,0.21492811058580308,1.615336447656782,1.559553297976493,0.0019432068698913283,0.21948217827733368,19.964399999999998,0.0,9.103469707103084,9.106557452005887,4.38183,0.0,1.995639321271135,1.9987270661739378,4.92905184345402,1.0805341251045952,0.0,0.9996609317056334
55,1,0.008156221120448866,0.0,0.008156221120448866,0.6399184684296996,0.12335181773956597,0.10332818316485208,0.006919981249999999,0.9349272963707292,7.6131,,7.218865206382656,7.6131,7.117694999999999,,6.723460206382655,7.117694999999999,0.05887866086197168,0.0548380281377957,0.0,0.9482162596554171
56,1,0.09921424069801729,0.9229247466606879,1.0221389873587052,0.31099420405109435,2.2949434794842616,1.432140625566632,0.0005689774515171121,0.26450475112526645,22.794600000000003,0.0,2.211876430952897,2.2125649828298415,6.02928,0.0,0.5845453982549421,0.5852339501318867,2.2608451352967815,0.5974866414374976,0.0,0.9996887992523212
57,1,0.3512770826012863,0.26898572896815043,0.3512770826012863,0.2563249772804737,2.5618645280205667,0.5349371126741569,0.0022510725469531696,0.19137338332560977,21.363300000000002,0.0,21.35686250437402,12.098803214959405,4.088367,0.0,4.081929504374017,2.3153889054375463,7.502176354053307,1.4338882876806192,0.0,1.765204551634298
58,1,0.08010392634719427,0.0,0.08010392634719427,0.28405113559796197,0.5790502368845046,0.48701353402734066,0.005666718749999999,0.22996685802213407,25.3455,,25.275171716115715,25.3455,5.828625,,5.758296716115711,5.828625,2.0246404935604208,0.46126217603302355,0.0,0.9972252161573342
59,1,0.1459810969354351,0.3512770826012863,0.4972581795367214,0.3286170987616715,1.1753339738915467,1.2874503470344811,0.0014469541888320542,0.22335051546391754,22.698,0.0,6.659534623867054,6.663498107416879,5.06961,0.0,1.4843322535345738,1.4882957370843988,3.311508063625896,0.7380963542202413,0.0,0.9994051947661825
60,1,0.09039670435158607,0.08010392634719427,0.17050063069878035,0.5682529858868026,1.0297964365024728,0.29136197931365715,0.0025062559255345602,0.2609164962892606,18.6351,0.0,9.855865645601252,9.880031636001988,4.862205,0.0,2.5536972472919546,2.57786323769269,1.6804313086574556,0.4354069912770175,0.0,0.9975540573865496
61,1,0.13519657171172308,0.8225574435173679,0.13519657171172308,0.15901894155472196,0.6607545296615873,1.2866981351930031,0.0009761823829936971,0.27889910954795144,25.5039,0.0,25.50044417467393,3.600130921355477,7.113015,0.0,7.1095591746739295,1.0040733082220885,3.4475726295420954,0.9611880267975427,0.0,7.08319912017889
62,1,0.05399045332122492,0.0,0.05399045332122492,0.1881099174837413,0.4140747871831879,0.6931488287445886,0.00439621,0.16858734313133347,26.8218,,26.774516482360973,26.8218,4.521816,,4.474532482360972,4.521816,1.4455682823392775,0.24158203712321472,0.0,0.9982371236218662
63,1,0.25260545952458785,0.13519657171172308,0.38780203123631096,0.4043569833650789,0.8681699383761754,1.1046899115956237,0.002350062002404897,0.19213009847472892,19.3146,0.0,12.569054721305893,12.581092968954962,3.7109159999999997,0.0,2.4051683833959667,2.417206631045037,4.8743049516427694,0.9327291845463102,0.0,0.9990431477075342
64,1,0.11779889422818768,0.23040900745251391,0.3482079016807016,0.4307406999281561,0.9443159410447205,0.8560623392851713,0.0011880862750791332,0.1897069527815853,19.0413,0.0,6.434376541569688,6.441680598977356,3.612267,0.0,1.2147275398165838,1.2220315972242513,2.2405007541635107,0.42297772775329356,0.0,0.9988661254938925
65,1,0.0,0.38780203123631096,0.38780203123631096,0.05087249710660031,5.118607467257278,1.4892760240899308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66,1,0.13553570772504736,0.013836749343630508,0.13553570772504736,0.15921826344488926,0.9346433007768947,0.9107830666157605,0.004106720194403452,0.1783757500517277,26.098200000000002,0.0,26.084824629415394,23.680657577477582,4.655286,0.0,4.64191062941539,4.224055057100693,3.5354251670315615,0.629144642354235,0.0,1.101524505562058
67,1,0.07031985236278887,0.0,0.07031985236278887,0.1962218291164503,0.38432031114574183,0.9324752064306197,0.004207393750000001,0.1944562770446059,22.2549,,22.22155964023745,22.2549,4.327605,,4.294264640237451,4.327605,1.5626167931724053,0.3019720555082422,0.0,0.9985018867861662
68,1,0.010038425994398604,0.13553570772504736,0.14557413371944597,0.45590876494812776,1.0689677184514634,0.29870444301436,0.002796176434948906,1.0167008667008668,11.111099999999999,0.0,0.7551412155448717,0.7661935002912055,11.296664999999999,0.0,0.7679373110603056,0.7789895958066394,0.10992902828879413,0.1117918088084447,0.0,0.9855750737351163
69,1,0.1640909600469515,0.07796736946325132,0.1640909600469515,0.17518961043767892,0.8172390343865085,1.1461123889036395,0.0029876042753940453,0.21550666761748555,21.0345,0.0,21.021616254988267,14.259254395796848,4.533075,0.0,4.520191254988267,3.072964397548161,3.4494571930196263,0.7417225226268592,0.0,1.474243720708478
70,1,0.08203700162314265,0.0,0.08203700162314265,0.21455888146829993,0.4157141967611469,0.9197470984332353,0.004686211249999999,0.1763009414708012,27.340200000000003,,27.289357284705986,27.340200000000003,4.820103,,4.769260284705982,4.820103,2.2387370478599444,0.3912558137176145,0.0,0.9981403678358601
71,1,0.01877117833749874,0.1640909600469515,0.18286213838445026,0.14241582524692117,1.4862898878738326,0.863897108224307,0.0019893980241677844,2.5378037160552647,3.7782,0.0,0.3856082052877266,0.387840077893175,9.58833,0.0,0.9820301183070144,0.9842619909124628,0.07051314099750376,0.17957612739155532,0.0,0.9942453791326251
72,1,0.0007291424286471959,0.08966756192293888,0.09039670435158607,0.10202515535172736,0.5991042628242147,1.478914009418457,9.79933279403489e-05,0.4996862966206408,25.0077,0.0,0.20169685680077887,0.20171283061339337,12.496005,0.0,0.10077716349745866,0.10079313731007315,0.0182327311328642,0.009109923454071222,0.0,0.9999208091395776
73,1,0.013345002124310307,0.05492307735786669,0.068268079482177,0.4366023323558269,0.5223091750198576,0.29936703720188124,0.0015759523503477394,0.3016336017809206,27.4914,0.0,5.364246507226401,5.374001937406855,8.29233,0.0,1.6112241301772214,1.6209795603576749,0.3662068069173223,0.10999517698254006,0.0,0.998184699169431
74,1,0.01963597517147565,0.7360099329170126,0.7556459080884882,0.7140628356227096,1.025106445648596,1.032316669994608,0.0001942655569081974,0.3768071093600694,20.4069,0.0,0.52998722141663,0.5302872382918565,7.689465,0.0,0.19951598451606223,0.19981600139128877,0.400482675202664,0.15076343729780858,0.0,0.9994342370444499
75,1,0.0627571192656575,1.0302952084791541,0.0627571192656575,0.6258897333215251,0.28035129643572826,0.3576536021909588,0.0004895090092265089,0.46671163763511236,18.789900000000003,0.0,18.772509918219495,1.078813854889003,8.769465,0.0,8.752074918219492,0.5034949809186949,1.1781086438534392,0.5492550094646702,0.0,17.401064913233768
76,1,0.03282836608979003,0.323976633528682,0.178402499809236,0.4149061714564098,1.2779429047411945,0.3364647639203121,0.0006441297737857618,0.3052088498950983,23.5935,0.0,4.337682098537776,2.170754491017964,7.200945000000001,0.0,1.3212400797182728,0.6625334816082121,0.7738533297569121,0.23571253306989415,0.0,1.9982370721728382
77,1,0.1639553056416218,0.9414924433901921,0.1639553056416218,0.17511718062148232,1.1132350631512147,0.8410268131316144,0.0005647097861509081,0.18102213162492722,21.6342,0.0,21.63173943108728,3.2086924745367527,3.9162690000000002,0.0,3.9138084310872805,0.5808443514695055,3.546638449983837,0.6416896575416714,1373356405.9773974,6.741605686038925
78,1,0.12637903536529188,0.0,0.12637903536529188,0.2330318176778157,0.784534701719226,0.6912699134376425,0.008054987500000001,0.3585611903092623,23.1066,,23.044812818036014,23.1066,8.28513,,8.223342818036018,8.28513,2.9123812141171053,1.039258132821493,203713546.88119155,0.9973259942196608
79,1,0.10185950160194665,0.1639553056416218,0.26581480724356843,0.1380278719717621,1.2745154385692035,1.5110097850946762,0.002781612030731692,0.4219638527661451,17.6943,0.0,6.775477298229334,6.7804069979586625,7.466355,0.0,2.8561569604518398,2.861086660181169,1.8010221920120042,0.7592088118998821,204111231.4147085,0.9992729492889125
80,1,0.08854841307896877,0.0,0.08854841307896877,0.12869344009344968,0.9261277655487546,0.7429395315240606,0.0029128750000000005,0.23088126502681708,12.9768,,12.964222755324506,12.976800000000003,2.9961,,2.983522755324503,2.9961,1.147961351786241,0.2641862053689772,0.0,0.9990307899732217
81,1,0.04310418729351563,0.0,0.04310418729351563,0.1569208817283834,0.8030705332922975,0.3420464052517908,0.008289575,0.43571056262455926,19.569,,19.48324256731728,19.569,8.52642,,8.44066256731728,8.52642,0.8398093367066404,0.36382790018301053,0.0,0.9956176895762319
82,1,0.14423454646681508,0.08854841307896877,0.14423454646681508,0.40757959369492197,0.5825728340146072,0.6074445390387357,0.0027956938119172497,0.25926459743916336,17.9004,0.0,17.870007514423236,11.091258916083918,4.6409400000000005,0.0,4.610547514423235,2.8755707779720283,2.577472429201413,0.6650002297065368,0.0,1.611179366528822
83,1,0.00028826561132563557,0.23861609897496144,0.23890436458628708,0.07385879192824159,2.035071083060133,1.5894332753350384,1.0128229026190643e-05,0.30241317711343463,28.5495,0.0,0.03444743130586208,0.034448257505855624,8.633745000000001,0.0,0.010416780798373975,0.01041760699836752,0.008229641687756754,0.0024886143976701708,0.0,0.9999760162036235
84,1,0.19937806223334253,0.028877431534562202,0.22825549376790474,0.19310997352406117,1.0285857694053142,1.1491481529057208,0.0035629399765990635,0.20523465703971117,20.442600000000002,0.0,17.842710030009492,17.856332427011367,4.19553,0.0,3.6511158646428767,3.664738261644751,4.072696588057363,0.8333872544878903,0.0,0.9992371111448806
85,1,0.062248415245671075,0.0,0.062248415245671075,0.10790216747736651,0.7710245114024552,0.7482210909425423,0.00402574375,0.16967497264803866,24.4041,,24.386043716911075,24.4041,4.140765,,4.122708716911075,4.140765,1.5179925754893686,0.2566320841472284,0.0,0.9992601127233159
86,1,0.08374963849043025,0.0,0.08374963849043025,0.16524927093971542,0.7390854969813189,0.6857229877365357,0.0023242974999999996,0.21368675086477354,11.187899999999999,,11.176144778399225,11.187899999999999,2.3907059999999998,,2.378950778399225,2.3907059999999998,0.9359980849076448,0.19923626767746277,0.0,0.9989492915023576
87,1,0.0922619524248696,0.062248415245671075,0.1545103676705407,0.4345489895697436,0.48348041222799015,0.7354277240600297,0.0022673196951821773,0.18549099509859798,21.0552,0.0,12.553534170354137,12.572579367866549,3.90555,0.0,2.3130550603892566,2.332100257901668,1.9396511802261136,0.35739098782294876,0.0,0.9984851797745585
